,review,date
5049,Very good application,"October 7, 2021"
5050,A model for e-government services,"February 17, 2019"
5051,Excellent government app,"February 17, 2019"
5052,Simply it's great,"February 18, 2019"
5053,is this app is not good,"September 18, 2020"
5054,very good apps,"April 4, 2021"
5055,very good apps,"March 14, 2021"
5056,Excellent gov. services.,"June 9, 2019"
5057,I love this application,"July 18, 2022"
5058,Very nice apps,"March 22, 2022"
5059,Nice and very good,"February 17, 2019"
5060,The best government app ever,"February 17, 2019"
5061,Very good & Useful,"February 18, 2019"
5062,Very useful app,"October 19, 2021"
5063,Very good app love it thanks,"September 10, 2021"
5064,"Great, best app ever","February 18, 2019"
5065,The best APP ever here in KSA,"February 18, 2019"
5066,The best government app ever,"February 18, 2019"
5067,an outstanding app,"February 17, 2019"
5068,Easy to use,"May 11, 2022"
5069,It's helpful for me and my family,"February 17, 2019"
5070,Easy to use,"May 13, 2020"
5071,Very good application,"February 1, 2021"
5072,Makes life easier,"February 18, 2019"
5073,Life become easy... if you try,"November 29, 2018"
5074,Simplified our lives,"February 17, 2019"
5075,Made the life quality,"February 17, 2019"
5076,Thanks MOI very helpful app 👍🏻,"February 17, 2019"
5077,Very good application,"December 9, 2020"
5078,Very good application,"June 10, 2021"
5079,very helpful app,"June 13, 2019"
5080,best saudi app ever !,"February 17, 2019"
5081,Very usefull app,"June 21, 2021"
5082,very great app,"February 22, 2019"
5083,it's the best app,"February 18, 2019"
5084,make our live very easy thanks ..kay,"February 17, 2019"
5085,Very good app ever,"October 25, 2019"
5086,best app for ever,"February 17, 2019"
5087,It is amazing app,"February 18, 2019"
5088,Good software helpful,"August 30, 2020"
5089,Very good 👍👌👍 application,"July 9, 2019"
5090,Most valuable app thank you,"March 8, 2022"
5091,Very resonable app,"December 9, 2019"
5092,such a great app,"February 18, 2019"
5093,Best service ever,"February 18, 2019"
5094,Easy to use,"February 20, 2019"
5095,Yes it is really good,"October 18, 2021"
5096,It's really helpful,"June 4, 2021"
5097,An amazing application,"February 18, 2019"
5098,Hard to live without,"February 20, 2019"
5099,That's very good app,"May 29, 2020"
5100,Very useful app...5star rating,"November 13, 2020"
5101,This is a great app,"March 4, 2019"
5102,Very usefull app,"September 25, 2021"
5103,Absher best apps,"February 1, 2023"
5104,best application for me,"February 18, 2019"
5105,it's amazing app,"February 18, 2019"
5106,It's a very good app,"February 17, 2019"
5107,the best app ever,"February 17, 2019"
5108,Easy way to success,"December 25, 2020"
5109,Best if the best apps,"June 23, 2021"
5110,I can not reinstall my absher,"August 21, 2022"
5111,Best e-gov. app.,"February 17, 2019"
5112,I love this app,"December 10, 2022"
5113,Good and useful 👍,"June 9, 2020"
5114,the best app ever 😍,"February 17, 2019"
5115,This time not good work After masha Allah,"June 21, 2020"
5116,the best app ever,"February 16, 2019"
5117,very good app,"February 16, 2019"
5118,makes life easier,"February 18, 2019"
5119,Very usefull app,"September 22, 2021"
5120,it is a great app,"February 17, 2019"
5121,It's very helpfull,"February 15, 2019"
5122,This is good ens esisy use app,"October 1, 2021"
5123,Thanks great effort,"February 25, 2019"
5124,need more enhancement,"October 19, 2021"
5125,Very good apps.,"February 21, 2022"
5126,It's amazing app .,"February 18, 2019"
5127,All time update what is this 🤔,"August 3, 2022"
5128,The best government app ever,"February 17, 2019"
5129,The best government app ever,"February 17, 2019"
5130,Very good application,"July 20, 2022"
5131,Very helpful appl,"December 16, 2021"
5132,Why Don't fast working,"December 25, 2020"
5133,The best government apps,"February 17, 2019"
5134,the best Gov. apps,"February 17, 2019"
5135,Best app I ever seen,"February 17, 2019"
5136,such a helpful app,"February 16, 2019"
5137,very nice app,"October 5, 2020"
5138,The best app ever.. 😍,"February 17, 2019"
5139,"This,is very good","November 2, 2021"
5140,This app is very good 👍,"May 10, 2022"
5141,it is so helpful,"February 19, 2019"
5142,mashallah very good app,"May 23, 2021"
5143,makes life easier,"February 16, 2019"
5144,Not open log in,"November 3, 2021"
5145,From India doesn't work...,"September 21, 2020"
5146,Makes my life way easier 😍😍,"February 19, 2019"
5147,life is easy with absher,"February 17, 2019"
5148,This app very useful,"June 11, 2021"
5149,100% grat app,"March 14, 2019"
5150,Very useful to me.,"September 28, 2021"
5151,very good application,"April 18, 2019"
5152,graet work ... thanks,"February 17, 2019"
5153,Old version was better,"September 26, 2021"
5154,Old version was better,"June 28, 2021"
5155,Good for everything,"November 4, 2021"
5156,My iqama is expire I want make my absher account but anytime I try their come your ID is expire so I want to know have chance I make my absher account,"January 25, 2020"
5157,"Very helpfull, thanks Absher","June 21, 2021"
5158,Very good application,"February 17, 2019"
5159,Very good application,"February 17, 2019"
5160,very good app,"February 15, 2019"
5161,Very nice app,"February 16, 2019"
5162,best app ever.,"February 17, 2019"
5163,Best application in the world,"February 17, 2019"
5164,Please Please Please For Allah sake Updates Laws of Exit Re Entry & Help to People who want to go Emergency vacation for their Loved once Funeral Or Marriage . Specially in KSA.GOD BLESS SAUDI ARABIA. JAZAKALLAHU QHAIRAN TO ALL.,"November 29, 2021"
5165,Very much happy Ramadan kareem,"April 1, 2022"
5166,Easy to use,"December 5, 2021"
5167,"Wonderful, almighty ALLAH bless u all.","November 6, 2021"
5168,best app ever !!!!,"February 17, 2019"
5169,Hih 9vo169yd÷/÷@_-%÷,"May 11, 2023"
5170,Good and usefull,"February 19, 2019"
5171,simply the best,"February 17, 2019"
5172,makes life easier,"February 17, 2019"
5173,The best app ever.,"February 17, 2019"
5174,There's some problem in the application.,"May 30, 2021"
5175,Best apps ever 1000 🌟,"February 18, 2019"
5176,it's a lot of work,"February 22, 2022"
5177,It's very helpful to us.....,"December 15, 2020"
5178,helpful app to the saudi people,"February 17, 2019"
5179,the best app.,"February 17, 2019"
5180,The best programe ever,"April 29, 2022"
5181,The best app ever.,"February 17, 2019"
5182,it is great app,"February 18, 2019"
5183,Very good work,"March 2, 2022"
5184,very nice app,"February 17, 2019"
5185,Best government app.,"February 18, 2019"
5186,Best app ever!,"February 17, 2019"
5187,great helpful app,"February 20, 2019"
5188,Not good work,"June 11, 2020"
5189,The best helpful app ever,"February 18, 2019"
5190,very nice app,"September 13, 2021"
5191,It's really amazing,"February 19, 2019"
5192,best app thank you gov,"February 17, 2019"
5193,Very helpful app,"October 5, 2021"
5194,The old version was better,"June 30, 2021"
5195,very nice app,"January 18, 2020"
5196,this app is time saver,"February 20, 2019"
5197,Very helpful app,"February 16, 2019"
5198,its not work if you outside ksa.???,"January 5, 2019"
5199,Excellent Experience Witnessed.,"February 17, 2019"
5200,Easy to use,"February 18, 2019"
5201,Easy to use,"February 17, 2019"
5202,Everything is good...,"November 4, 2021"
5203,as a saudi ladie i love this app,"February 18, 2019"
5204,Made my life easier!,"February 16, 2019"
5205,The best application..,"February 17, 2019"
5206,The best government App ever,"February 18, 2019"
5207,very nice app,"November 2, 2021"
5208,the best government app,"February 17, 2019"
5209,It makes our live easy,"February 17, 2019"
5210,Good app for all,"July 5, 2021"
5211,This is a good app,"April 8, 2022"
5212,Easy to use,"September 22, 2021"
5213,Not good old was better,"June 23, 2021"
5214,You can't use it outside of KSA!,"November 6, 2022"
5215,Its use full app,"November 7, 2021"
5216,"Sir, Please tell me maximum come password absher please help me","February 4, 2021"
5217,All in One apps,"April 1, 2020"
5218,Makes a life easy.,"February 19, 2019"
5219,this app is the best,"February 22, 2019"
5220,Very helpful thanks,"January 14, 2022"
5221,best e-gov app ever,"February 18, 2019"
5222,the best app in the world #MBS,"February 17, 2019"
5223,the best app ever,"February 16, 2019"
5224,Very helpful app,"December 14, 2021"
5225,great app e-gov,"February 17, 2019"
5226,It is one of the best apps,"February 17, 2019"
5227,Proud of this app,"February 17, 2019"
5228,The app is strong 💪,"June 2, 2020"
5229,Great application ever,"February 18, 2019"
5230,"thanks Absher, you are the best!","February 19, 2019"
5231,very good app,"May 24, 2019"
5232,This apps very ossaim,"December 25, 2020"
5233,Easy way to finishing your government business,"February 18, 2019"
5234,This app is revoltionary!,"February 18, 2019"
5235,very good app,"February 17, 2019"
5236,Very nice Good,"January 15, 2023"
5237,Easy to use,"September 29, 2022"
5238,Looks very different,"September 21, 2022"
5239,Very good apps,"October 23, 2021"
5240,Our best national app 💚🇸🇦,"February 17, 2019"
5241,Very nice application,"June 3, 2021"
5242,Good and useful,"September 18, 2020"
5243,the best app ever💝,"February 18, 2019"
5244,the best app ever,"February 18, 2019"
5245,the best app ever,"February 22, 2019"
5246,the best app ever 👌,"February 17, 2019"
5247,the best app ever,"February 17, 2019"
5248,the best app ever 👌😍,"February 16, 2019"
5249,the best app ever,"February 17, 2019"
5250,makes life easier,"February 15, 2019"
5251,Very helpful application,"February 8, 2022"
5252,"very good , thanks","February 17, 2019"
5253,I finish all my government work easily now,"February 17, 2019"
5254,Best governmental application ever,"February 17, 2019"
5255,the best app. ever,"February 17, 2019"
5256,Very good apps,"June 10, 2021"
5257,the best app ever,"February 17, 2019"
5258,the best app ever,"February 17, 2019"
5259,Easy to use,"July 5, 2021"
5260,Very good working,"January 6, 2021"
5261,why this app not support my phone,"February 5, 2021"
5262,try and the l to ttttttťtrusty on ý of my y TtTTTTTTTTTTTTTTTTTTTTTTtTTÞtþtt,"June 18, 2021"
5263,new version not good as old one,"June 17, 2021"
5264,"so helpful app, thax","February 17, 2019"
5265,Very useful App,"April 23, 2022"
5266,the best app ever,"February 17, 2019"
5267,the number one government app.,"February 19, 2019"
5268,Governments should follow the lead of this App,"February 17, 2019"
5269,This is a good application,"December 13, 2018"
5270,"Easy to see my impormation,,","February 24, 2022"
5271,Very good app,"January 9, 2023"
5272,Easy to use,"January 11, 2022"
5273,Made our life much easier,"February 18, 2019"
5274,it's beautiful app,"February 16, 2019"
5275,Super and world class services from our coutry,"February 16, 2019"
5276,Why the cannot download absher,"March 16, 2022"
5277,Absher the SAME to much defekult app rrrr,"February 12, 2021"
5278,the new application is verry bad,"June 29, 2021"
5279,I can't renew my passport by myself,"February 17, 2019"
5280,Very useful App,"March 14, 2019"
5281,very nice app,"April 20, 2020"
5282,Very good app,"December 24, 2022"
5283,works as intended,"February 14, 2019"
5284,Good application to use,"August 24, 2021"
5285,Very good app.,"September 30, 2021"
5286,The best app ever !,"February 18, 2019"
5287,"It's all about you, love to have it.","September 20, 2022"
5288,Old version was better,"September 6, 2021"
5289,it makes my life easier,"February 18, 2019"
5290,always asking update,"October 21, 2021"
